Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"squat",9,1,"130","kgs","","high bar","27/04/2021, 10:35:16","00:02:29.0",0.28,637,0.85,567,2.275
"overhead press",1,1,"20","kgs","","","27/04/2021, 10:35:16","00:03:26.8",1.16,622,1.82,356,0.534
"overhead press",1,2,"20","kgs","","","27/04/2021, 10:35:16","00:03:26.8",1.14,614,1.80,436,0.537
"overhead press",1,3,"20","kgs","","","27/04/2021, 10:35:16","00:03:26.8",1.12,628,1.69,346,0.559
"overhead press",2,1,"25","kgs","","","27/04/2021, 10:35:16","00:00:56.6",1.10,627,1.67,438,0.569
"overhead press",2,2,"25","kgs","","","27/04/2021, 10:35:16","00:00:56.6",0.94,611,1.46,462,0.65
"overhead press",2,3,"25","kgs","","","27/04/2021, 10:35:16","00:00:56.6",0.83,634,1.48,457,0.767
"overhead press",3,1,"30","kgs","","","27/04/2021, 10:35:16","00:00:46.5",0.99,606,1.37,440,0.611
"overhead press",3,2,"30","kgs","","","27/04/2021, 10:35:16","00:00:46.5",0.82,618,1.26,463,0.757
"overhead press",4,1,"35","kgs","","","27/04/2021, 10:35:16","00:00:44.7",0.86,614,1.13,450,0.712
"overhead press",4,2,"35","kgs","","","27/04/2021, 10:35:16","00:00:44.7",0.78,603,1.04,178,0.776
"overhead press",5,1,"40","kgs","","","27/04/2021, 10:35:16","00:01:12.6",0.77,617,0.97,285,0.801
"overhead press",6,1,"45","kgs","","","27/04/2021, 10:35:16","00:01:00.2",0.61,605,0.85,142,0.99
"overhead press",7,1,"50","kgs","","","27/04/2021, 10:35:16","00:01:20.3",0.49,596,0.75,130,1.213
"overhead press",8,1,"55","kgs","","","27/04/2021, 10:35:16","00:01:30.6",0.39,611,0.68,116,1.576
"overhead press",9,1,"57,5","kgs","","","27/04/2021, 10:35:16","00:01:49.7",0.27,602,0.62,107,2.237
"overhead press",10,1,"60","kgs","","","27/04/2021, 10:35:16","00:02:20.9",0.19,576,0.57,95,2.99
"bench press",1,1,"20","kgs","","wide grip","27/04/2021, 10:35:16","00:02:21.2",0.81,289,1.40,161,0.355
"bench press",1,2,"20","kgs","","wide grip","27/04/2021, 10:35:16","00:02:21.2",0.88,316,1.56,185,0.358
"bench press",1,3,"20","kgs","","wide grip","27/04/2021, 10:35:16","00:02:21.2",0.77,327,1.43,226,0.427
"bench press",2,1,"30","kgs","","wide grip","27/04/2021, 10:35:16","00:00:56.5",0.73,290,1.28,198,0.395
"bench press",2,2,"30","kgs","","wide grip","27/04/2021, 10:35:16","00:00:56.5",0.70,311,1.30,205,0.446
"bench press",2,3,"30","kgs","","wide grip","27/04/2021, 10:35:16","00:00:56.5",0.66,311,1.30,206,0.476
"bench press",3,1,"40","kgs","","wide grip","27/04/2021, 10:35:16","00:00:58.7",0.64,276,1.10,198,0.431
"bench press",3,2,"40","kgs","","wide grip","27/04/2021, 10:35:16","00:00:58.7",0.72,309,1.18,214,0.428
"bench press",4,1,"50","kgs","","wide grip","27/04/2021, 10:35:16","00:01:12.3",0.57,282,0.99,189,0.491
"bench press",4,2,"50","kgs","","wide grip","27/04/2021, 10:35:16","00:01:12.3",0.57,287,0.98,196,0.502
"bench press",5,1,"60","kgs","","wide grip","27/04/2021, 10:35:16","00:01:34.4",0.47,280,0.81,209,0.594
"bench press",6,1,"70","kgs","","wide grip","27/04/2021, 10:35:16","00:01:02.0",0.38,281,0.62,214,0.737
"bench press",7,1,"80","kgs","","wide grip","27/04/2021, 10:35:16","00:02:05.8",0.30,274,0.46,234,0.918
"bench press",8,1,"85","kgs","","wide grip","27/04/2021, 10:35:16","00:01:56.3",0.20,270,0.32,237,1.388
"bench press",9,1,"87,5","kgs","","wide grip","27/04/2021, 10:35:16","00:02:18.9",0.19,269,0.30,233,1.431
"bench press",10,1,"90","kgs","","wide grip","27/04/2021, 10:35:16","00:02:25.7",0.16,265,0.27,237,1.656
"squat",1,1,"20","kgs","","high bar","28/04/2021, 11:22:15","00:00:00",1.05,620,1.58,428,0.591
"squat",1,2,"20","kgs","","high bar","28/04/2021, 11:22:15","00:00:00",1.16,678,1.82,409,0.585
"squat",1,3,"20","kgs","","high bar","28/04/2021, 11:22:15","00:00:00",1.13,682,1.77,418,0.604
"squat",2,1,"40","kgs","","high bar","28/04/2021, 11:22:15","00:01:09.4",1.04,649,1.67,455,0.626
"squat",2,2,"40","kgs","","high bar","28/04/2021, 11:22:15","00:01:09.4",1.05,663,1.65,477,0.633
"squat",2,3,"40","kgs","","high bar","28/04/2021, 11:22:15","00:01:09.4",1.11,685,1.70,476,0.617
"squat",3,1,"60","kgs","","high bar","28/04/2021, 11:22:15","00:01:41.7",0.90,642,1.46,494,0.711
"squat",3,2,"60","kgs","","high bar","28/04/2021, 11:22:15","00:01:41.7",0.95,680,1.50,535,0.715
"squat",4,1,"80","kgs","","high bar","28/04/2021, 11:22:15","00:01:00.1",0.77,648,1.31,553,0.841
"squat",4,2,"80","kgs","","high bar","28/04/2021, 11:22:15","00:01:00.1",0.77,676,1.30,576,0.877
"squat",5,1,"100","kgs","","high bar","28/04/2021, 11:22:15","00:01:32.9",0.61,660,1.16,567,1.077
"squat",6,1,"110","kgs","","high bar","28/04/2021, 11:22:15","00:01:20.8",0.52,656,1.07,569,1.258
"squat",7,1,"120","kgs","","high bar","28/04/2021, 11:22:15","00:01:40.7",0.45,641,1.09,554,1.424
"squat",8,1,"125","kgs","","high bar","28/04/2021, 11:22:15","00:01:41.7",0.33,658,0.97,571,1.971
"squat",9,1,"130","kgs","","high bar","28/04/2021, 11:22:15","00:01:47.2",0.33,653,0.93,575,2.002
"squat",10,1,"132,5","kgs","","high bar","28/04/2021, 11:22:15","00:03:00.6",0.24,642,0.80,574,2.621
"overhead press",1,1,"20","kgs","","","28/04/2021, 11:22:15","00:01:50.6",1.17,591,1.81,356,0.505
"overhead press",1,2,"20","kgs","","","28/04/2021, 11:22:15","00:01:50.6",0.82,617,1.70,445,0.751
"overhead press",1,3,"20","kgs","","","28/04/2021, 11:22:15","00:01:50.6",0.92,652,1.71,451,0.707
"overhead press",2,1,"30","kgs","","","28/04/2021, 11:22:15","00:00:54.0",1.04,629,1.44,356,0.602
"overhead press",2,2,"30","kgs","","","28/04/2021, 11:22:15","00:00:54.0",0.96,611,1.29,453,0.638
"overhead press",2,3,"30","kgs","","","28/04/2021, 11:22:15","00:00:54.0",0.86,632,1.36,514,0.734
"overhead press",3,1,"40","kgs","","","28/04/2021, 11:22:15","00:01:26.9",0.74,616,0.97,201,0.83
"overhead press",3,2,"40","kgs","","","28/04/2021, 11:22:15","00:01:26.9",0.58,617,0.95,194,1.068
"overhead press",4,1,"45","kgs","","","28/04/2021, 11:22:15","00:01:02.7",0.62,594,0.83,132,0.961
"overhead press",4,2,"45","kgs","","","28/04/2021, 11:22:15","00:01:02.7",0.54,606,0.75,137,1.123
"overhead press",5,1,"50","kgs","","","28/04/2021, 11:22:15","00:01:14.1",0.47,614,0.77,142,1.317
"overhead press",6,1,"55","kgs","","","28/04/2021, 11:22:15","00:01:18.7",0.29,599,0.66,112,2.03
"deadlift",1,1,"60","kgs","","conventional","28/04/2021, 11:22:15","00:02:56.6",0.73,518,1.44,371,0.706
"deadlift",1,2,"60","kgs","","conventional","28/04/2021, 11:22:15","00:02:56.6",0.78,538,1.53,295,0.691
"deadlift",1,3,"60","kgs","","conventional","28/04/2021, 11:22:15","00:02:56.6",0.81,550,1.47,387,0.68
"deadlift",2,1,"100","kgs","","conventional","28/04/2021, 11:22:15","00:01:06.5",0.56,555,1.06,409,0.992
"deadlift",2,2,"100","kgs","","conventional","28/04/2021, 11:22:15","00:01:06.5",0.56,550,1.04,398,0.977
"deadlift",3,1,"120","kgs","","conventional,hook grip","28/04/2021, 11:22:15","00:01:07.2",0.48,543,0.88,398,1.134
"deadlift",4,1,"130","kgs","","conventional,hook grip","28/04/2021, 11:22:15","00:01:17.8",0.41,529,0.72,366,1.306
"deadlift",5,1,"140","kgs","","conventional,hook grip","28/04/2021, 11:22:15","00:01:40.5",0.30,515,0.52,397,1.687
"deadlift",6,1,"150","kgs","","conventional,hook grip","28/04/2021, 11:22:15","00:01:52.2",0.26,503,0.47,400,1.92
"deadlift",7,1,"155","kgs","","conventional,hook grip","28/04/2021, 11:22:15","00:02:29.7",0.23,506,0.42,372,2.181
"deadlift",8,1,"157,5","kgs","","conventional,hook grip","28/04/2021, 11:22:15","00:02:43.3",0.17,495,0.32,392,2.844
"squat",1,1,"20","kgs","","high bar","11/05/2021, 11:33:10","00:00:00",1.11,654,1.85,412,0.589
"squat",1,2,"20","kgs","","high bar","11/05/2021, 11:33:10","00:00:00",1.24,703,1.93,423,0.569
"squat",1,3,"20","kgs","","high bar","11/05/2021, 11:33:10","00:00:00",1.35,584,1.84,341,0.434
"squat",2,1,"40","kgs","","high bar","11/05/2021, 11:33:10","00:01:16.3",1.09,646,1.74,456,0.595
"squat",2,2,"40","kgs","","high bar","11/05/2021, 11:33:10","00:01:16.3",1.22,653,1.75,449,0.535
"squat",2,3,"40","kgs","","high bar","11/05/2021, 11:33:10","00:01:16.3",1.13,698,1.76,484,0.618
"squat",3,1,"60","kgs","","high bar","11/05/2021, 11:33:10","00:01:26.6",0.95,671,1.56,515,0.709
"squat",3,2,"60","kgs","","high bar","11/05/2021, 11:33:10","00:01:26.6",1.00,676,1.60,540,0.679
"squat",4,1,"80","kgs","","high bar","11/05/2021, 11:33:10","00:00:54.8",0.81,652,1.37,547,0.805
"squat",4,2,"80","kgs","","high bar","11/05/2021, 11:33:10","00:00:54.8",0.76,679,1.32,564,0.89
"squat",5,1,"100","kgs","","high bar","11/05/2021, 11:33:10","00:01:23.4",0.65,673,1.24,571,1.036
"squat",6,1,"110","kgs","","high bar","11/05/2021, 11:33:10","00:01:17.8",0.54,663,1.19,571,1.225
"squat",7,1,"120","kgs","","high bar","11/05/2021, 11:33:10","00:01:15.8",0.47,670,1.10,586,1.437
"squat",8,1,"130","kgs","","high bar","11/05/2021, 11:33:10","00:01:50.1",0.33,658,1.01,573,1.996
"squat",9,1,"135","kgs","","high bar","11/05/2021, 11:33:10","00:02:04.1",0.24,650,0.88,577,2.707
"overhead press",1,1,"20","kgs","","","11/05/2021, 11:33:10","00:01:38.5",1.16,609,1.82,400,0.526
"overhead press",1,2,"20","kgs","","","11/05/2021, 11:33:10","00:01:38.5",0.98,619,1.78,437,0.629
"overhead press",1,3,"20","kgs","","","11/05/2021, 11:33:10","00:01:38.5",0.95,632,1.69,317,0.667
"overhead press",2,1,"30","kgs","","","11/05/2021, 11:33:10","00:00:42.0",1.00,633,1.41,408,0.631
"overhead press",2,2,"30","kgs","","","11/05/2021, 11:33:10","00:00:42.0",0.85,630,1.28,451,0.739
"overhead press",2,3,"30","kgs","","","11/05/2021, 11:33:10","00:00:42.0",0.91,628,1.25,501,0.692
"overhead press",3,1,"35","kgs","","","11/05/2021, 11:33:10","00:00:39.2",0.80,616,1.06,198,0.769
"overhead press",3,2,"35","kgs","","","11/05/2021, 11:33:10","00:00:39.2",0.68,644,1.07,213,0.946
"overhead press",4,1,"40","kgs","","","11/05/2021, 11:33:10","00:00:49.1",0.68,601,0.87,186,0.88
"overhead press",4,2,"40","kgs","","","11/05/2021, 11:33:10","00:00:49.1",0.54,601,0.82,183,1.12
"overhead press",5,1,"45","kgs","","","11/05/2021, 11:33:10","00:00:50.4",0.55,603,0.79,138,1.091
"overhead press",6,1,"50","kgs","","","11/05/2021, 11:33:10","00:02:13.6",0.47,584,0.77,132,1.232
"overhead press",7,1,"55","kgs","","","11/05/2021, 11:33:10","00:03:25.4",0.39,605,0.66,107,1.564
"overhead press",8,1,"57,5","kgs","","","11/05/2021, 11:33:10","00:02:52.7",0.23,604,0.61,104,2.634
"bench press",1,1,"20","kgs","","wide grip","11/05/2021, 11:33:10","00:02:27.8",0.79,277,1.38,179,0.35
"bench press",1,2,"20","kgs","","wide grip","11/05/2021, 11:33:10","00:02:27.8",0.55,295,1.36,198,0.541
"bench press",1,3,"20","kgs","","wide grip","11/05/2021, 11:33:10","00:02:27.8",0.72,325,1.38,214,0.449
"bench press",2,1,"30","kgs","","wide grip","11/05/2021, 11:33:10","00:01:13.5",0.64,277,1.21,178,0.432
"bench press",2,2,"30","kgs","","wide grip","11/05/2021, 11:33:10","00:01:13.5",0.71,292,1.30,192,0.41
"bench press",2,3,"30","kgs","","wide grip","11/05/2021, 11:33:10","00:01:13.5",0.63,301,1.22,195,0.482
"bench press",3,1,"40","kgs","","wide grip","11/05/2021, 11:33:10","00:00:54.2",0.60,281,1.09,188,0.471
"bench press",3,2,"40","kgs","","wide grip","11/05/2021, 11:33:10","00:00:54.2",0.66,300,1.15,194,0.458
"bench press",4,1,"50","kgs","","wide grip","11/05/2021, 11:33:10","00:00:48.9",0.52,290,0.97,206,0.561
"bench press",4,2,"50","kgs","","wide grip","11/05/2021, 11:33:10","00:00:48.9",0.52,310,0.90,217,0.593
"bench press",5,1,"60","kgs","","wide grip","11/05/2021, 11:33:10","00:01:22.2",0.43,316,0.85,235,0.73
"bench press",6,1,"70","kgs","","wide grip","11/05/2021, 11:33:10","00:01:03.3",0.35,290,0.62,213,0.821
"bench press",7,1,"75","kgs","","wide grip","11/05/2021, 11:33:10","00:01:11.8",0.29,279,0.46,245,0.963
"bench press",8,1,"80","kgs","","wide grip","11/05/2021, 11:33:10","00:01:39.0",0.26,284,0.41,237,1.101
"bench press",9,1,"85","kgs","","wide grip","11/05/2021, 11:33:10","00:02:15.5",0.23,272,0.32,239,1.206
"bench press",10,1,"90","kgs","","wide grip","11/05/2021, 11:33:10","00:02:04.7",0.18,265,0.24,243,1.491
"squat",1,1,"20","kgs","","high bar","17/05/2021, 11:46:00","00:00:00",1.07,640,1.69,392,0.597
"squat",1,2,"20","kgs","","high bar","17/05/2021, 11:46:00","00:00:00",1.17,696,1.85,442,0.595
"squat",1,3,"20","kgs","","high bar","17/05/2021, 11:46:00","00:00:00",1.14,673,1.74,438,0.59
"squat",2,1,"40","kgs","","high bar","17/05/2021, 11:46:00","00:01:22.3",1.05,660,1.73,499,0.628
"squat",2,2,"40","kgs","","high bar","17/05/2021, 11:46:00","00:01:22.3",1.08,673,1.68,476,0.621
"squat",2,3,"40","kgs","","high bar","17/05/2021, 11:46:00","00:01:22.3",1.13,694,1.73,525,0.613
"squat",3,1,"60","kgs","","high bar","17/05/2021, 11:46:00","00:01:20.3",0.93,658,1.47,496,0.712
"squat",3,2,"60","kgs","","high bar","17/05/2021, 11:46:00","00:01:20.3",0.93,673,1.39,530,0.727
"squat",4,1,"80","kgs","","high bar","17/05/2021, 11:46:00","00:01:09.5",0.80,676,1.39,572,0.847
"squat",4,2,"80","kgs","","high bar","17/05/2021, 11:46:00","00:01:09.5",0.75,687,1.35,579,0.912
"squat",5,1,"100","kgs","","high bar","17/05/2021, 11:46:00","00:01:46.9",0.64,681,1.19,581,1.071
"squat",6,1,"110","kgs","","high bar","17/05/2021, 11:46:00","00:01:36.8",0.51,659,1.06,580,1.293
"squat",7,1,"120","kgs","","high bar","17/05/2021, 11:46:00","00:01:26.6",0.41,667,1.04,581,1.617
"squat",8,1,"130","kgs","","high bar","17/05/2021, 11:46:00","00:01:39.1",0.33,668,0.99,584,1.999
"squat",9,1,"135","kgs","","high bar","17/05/2021, 11:46:00","00:04:56.0",0.23,642,0.83,571,2.734
"overhead press",1,1,"20","kgs","","","17/05/2021, 11:46:00","00:01:15.8",1.18,603,1.79,396,0.513
"overhead press",1,2,"20","kgs","","","17/05/2021, 11:46:00","00:01:15.8",1.14,608,1.78,428,0.533
"overhead press",1,3,"20","kgs","","","17/05/2021, 11:46:00","00:01:15.8",1.10,609,1.75,377,0.556
"overhead press",2,1,"30","kgs","","","17/05/2021, 11:46:00","00:00:41.2",0.94,622,1.26,244,0.658
"overhead press",2,2,"30","kgs","","","17/05/2021, 11:46:00","00:00:41.2",0.76,637,1.28,472,0.841
"overhead press",2,3,"30","kgs","","","17/05/2021, 11:46:00","00:00:41.2",0.73,648,1.25,262,0.889
"overhead press",3,1,"40","kgs","","","17/05/2021, 11:46:00","00:00:50.9",0.69,602,0.93,148,0.869
"overhead press",3,2,"40","kgs","","","17/05/2021, 11:46:00","00:00:50.9",0.61,596,0.83,137,0.983
"overhead press",4,1,"45","kgs","","","17/05/2021, 11:46:00","00:00:43.2",0.42,619,0.80,144,1.468
"overhead press",5,1,"50","kgs","","","17/05/2021, 11:46:00","00:01:09.6",0.38,606,0.73,122,1.607
"overhead press",6,1,"55","kgs","","","17/05/2021, 11:46:00","00:01:22.9",0.27,596,0.62,96,2.211
"overhead press",7,1,"57,5","kgs","","","17/05/2021, 11:46:00","00:01:31.0",0.15,586,0.56,101,3.788
"deadlift",1,1,"60","kgs","","conventional","17/05/2021, 11:46:00","00:03:08.6",0.76,545,1.47,349,0.719
"deadlift",1,2,"60","kgs","","conventional","17/05/2021, 11:46:00","00:03:08.6",0.80,528,1.46,280,0.661
"deadlift",1,3,"60","kgs","","conventional","17/05/2021, 11:46:00","00:03:08.6",0.82,554,1.43,386,0.677
"deadlift",2,1,"100","kgs","","conventional","17/05/2021, 11:46:00","00:01:02.3",0.54,540,1.12,398,0.994
"deadlift",2,2,"100","kgs","","conventional","17/05/2021, 11:46:00","00:01:02.3",0.60,547,1.11,389,0.914
"deadlift",2,3,"100","kgs","","conventional","17/05/2021, 11:46:00","00:01:02.3",0.57,543,1.05,397,0.953
"deadlift",3,1,"120","kgs","","conventional","17/05/2021, 11:46:00","00:01:00.7",0.44,528,0.83,384,1.2
"deadlift",3,2,"120","kgs","","conventional","17/05/2021, 11:46:00","00:01:00.7",0.44,530,0.79,415,1.195
"deadlift",4,1,"130","kgs","","conventional,hook grip","17/05/2021, 11:46:00","00:01:12.8",0.39,526,0.68,412,1.336
"deadlift",5,1,"140","kgs","","conventional,hook grip","17/05/2021, 11:46:00","00:01:41.7",0.35,513,0.61,394,1.457
"deadlift",6,1,"150","kgs","","conventional,hook grip","17/05/2021, 11:46:00","00:01:46.3",0.27,506,0.51,433,1.891
"deadlift",7,1,"160","kgs","","conventional,hook grip","17/05/2021, 11:46:00","00:02:31.8",0.12,494,0.32,407,4.013
"squat",1,1,"20","kgs","","high bar","24/05/2021, 11:19:24","00:00:00",1.14,644,1.75,397,0.564
"squat",1,2,"20","kgs","","high bar","24/05/2021, 11:19:24","00:00:00",1.23,675,1.93,415,0.55
"squat",1,3,"20","kgs","","high bar","24/05/2021, 11:19:24","00:00:00",1.23,685,1.86,419,0.557
"squat",2,1,"40","kgs","","high bar","24/05/2021, 11:19:24","00:00:53.1",1.03,678,1.62,520,0.655
"squat",2,2,"40","kgs","","high bar","24/05/2021, 11:19:24","00:00:53.1",1.05,673,1.54,484,0.643
"squat",2,3,"40","kgs","","high bar","24/05/2021, 11:19:24","00:00:53.1",1.05,666,1.57,471,0.635
"squat",3,1,"60","kgs","","high bar","24/05/2021, 11:19:24","00:01:30.4",0.95,662,1.41,555,0.697
"squat",3,2,"60","kgs","","high bar","24/05/2021, 11:19:24","00:01:30.4",0.92,662,1.38,514,0.722
"squat",4,1,"80","kgs","","high bar","24/05/2021, 11:19:24","00:01:25.4",0.77,670,1.41,558,0.873
"squat",4,2,"80","kgs","","high bar","24/05/2021, 11:19:24","00:01:25.4",0.79,680,1.29,579,0.863
"squat",5,1,"100","kgs","","high bar","24/05/2021, 11:19:24","00:02:26.5",0.63,688,1.27,585,1.102
"squat",6,1,"110","kgs","","high bar","24/05/2021, 11:19:24","00:01:09.2",0.56,672,1.14,576,1.193
"squat",7,1,"120","kgs","","high bar","24/05/2021, 11:19:24","00:01:57.4",0.43,662,1.02,583,1.545
"squat",8,1,"130","kgs","","high bar","24/05/2021, 11:19:24","00:01:49.6",0.36,670,0.95,597,1.876
"squat",9,1,"135","kgs","","high bar","24/05/2021, 11:19:24","00:03:35.9",0.26,661,0.78,602,2.583
"overhead press",1,1,"20","kgs","","","24/05/2021, 11:19:24","00:01:29.4",1.15,652,1.98,416,0.567
"overhead press",1,2,"20","kgs","","","24/05/2021, 11:19:24","00:01:29.4",1.02,620,1.79,397,0.607
"overhead press",1,3,"20","kgs","","","24/05/2021, 11:19:24","00:01:29.4",0.90,659,1.74,420,0.729
"overhead press",2,1,"30","kgs","","","24/05/2021, 11:19:24","00:01:07.9",1.03,629,1.39,449,0.611
"overhead press",2,2,"30","kgs","","","24/05/2021, 11:19:24","00:01:07.9",0.81,632,1.29,239,0.783
"overhead press",2,3,"30","kgs","","","24/05/2021, 11:19:24","00:01:07.9",0.82,627,1.27,469,0.765
"overhead press",3,1,"40","kgs","","","24/05/2021, 11:19:24","00:00:44.3",0.70,626,0.94,151,0.888
"overhead press",3,2,"40","kgs","","","24/05/2021, 11:19:24","00:00:44.3",0.53,619,0.88,156,1.173
"overhead press",4,1,"45","kgs","","","24/05/2021, 11:19:24","00:01:05.4",0.60,613,0.80,125,1.016
"overhead press",4,2,"45","kgs","","","24/05/2021, 11:19:24","00:01:05.4",0.47,622,0.75,130,1.332
"overhead press",5,1,"50","kgs","","","24/05/2021, 11:19:24","00:01:17.3",0.45,611,0.74,124,1.349
"overhead press",6,1,"55","kgs","","","24/05/2021, 11:19:24","00:01:12.9",0.34,614,0.68,119,1.827
"overhead press",7,1,"57,5","kgs","","","24/05/2021, 11:19:24","00:01:56.3",0.27,597,0.60,91,2.206
"overhead press",8,1,"60","kgs","","bug,rep split","24/05/2021, 11:19:24","00:02:07.3",0.23,311,0.59,98,1.375
"overhead press",8,2,"60","kgs","","bug,rep split","24/05/2021, 11:19:24","00:02:07.3",0.08,273,0.27,240,3.3
"bench press",1,1,"20","kgs","","wide grip","24/05/2021, 11:19:24","00:02:58.1",0.82,299,1.43,203,0.365
"bench press",1,2,"20","kgs","","wide grip","24/05/2021, 11:19:24","00:02:58.1",0.63,302,1.27,187,0.478
"bench press",1,3,"20","kgs","","wide grip","24/05/2021, 11:19:24","00:02:58.1",0.79,316,1.48,200,0.401
"bench press",2,1,"40","kgs","","wide grip","24/05/2021, 11:19:24","00:00:51.8",0.51,287,1.06,196,0.564
"bench press",2,2,"40","kgs","","wide grip","24/05/2021, 11:19:24","00:00:51.8",0.65,296,1.07,215,0.458
"bench press",2,3,"40","kgs","","wide grip","24/05/2021, 11:19:24","00:00:51.8",0.62,326,1.17,239,0.527
"bench press",3,1,"60","kgs","","wide grip","24/05/2021, 11:19:24","00:01:13.5",0.43,305,0.84,230,0.706
"bench press",3,2,"60","kgs","","wide grip","24/05/2021, 11:19:24","00:01:13.5",0.45,321,0.79,242,0.723
"bench press",4,1,"70","kgs","","wide grip","24/05/2021, 11:19:24","00:01:19.4",0.38,300,0.61,245,0.794
"bench press",4,2,"70","kgs","","wide grip","24/05/2021, 11:19:24","00:01:19.4",0.32,280,0.49,203,0.888
"bench press",5,1,"80","kgs","","wide grip","24/05/2021, 11:19:24","00:01:40.1",0.25,274,0.39,218,1.103
"bench press",6,1,"85","kgs","","wide grip","24/05/2021, 11:19:24","00:02:07.6",0.22,265,0.31,228,1.213
"bench press",7,1,"90","kgs","","wide grip","24/05/2021, 11:19:24","00:01:45.0",0.09,265,0.17,249,2.824
"squat",1,1,"20","kgs","","high bar","25/05/2021, 11:46:37","00:00:00",1.17,654,1.93,402,0.561
"squat",1,2,"20","kgs","","high bar","25/05/2021, 11:46:37","00:00:00",1.24,694,1.98,438,0.561
"squat",1,3,"20","kgs","","high bar","25/05/2021, 11:46:37","00:00:00",1.22,700,1.90,451,0.575
"squat",2,1,"40","kgs","","high bar","25/05/2021, 11:46:37","00:01:08.3",1.08,656,1.68,431,0.607
"squat",2,2,"40","kgs","","high bar","25/05/2021, 11:46:37","00:01:08.3",1.10,667,1.68,474,0.608
"squat",2,3,"40","kgs","","high bar","25/05/2021, 11:46:37","00:01:08.3",1.11,687,1.64,447,0.618
"squat",3,1,"60","kgs","","high bar","25/05/2021, 11:46:37","00:01:22.3",0.90,639,1.44,492,0.714
"squat",3,2,"60","kgs","","high bar","25/05/2021, 11:46:37","00:01:22.3",0.92,666,1.43,540,0.727
"squat",4,1,"80","kgs","","high bar","25/05/2021, 11:46:37","00:00:51.7",0.78,634,1.33,517,0.817
"squat",4,2,"80","kgs","","high bar","25/05/2021, 11:46:37","00:00:51.7",0.79,701,1.34,602,0.888
"squat",5,1,"100","kgs","","high bar","25/05/2021, 11:46:37","00:01:33.1",0.66,666,1.26,564,1.017
"squat",6,1,"110","kgs","","high bar","25/05/2021, 11:46:37","00:01:26.1",0.56,673,1.15,582,1.197
